Name,Category,Status,Brand,Model,Warranty Date,Purchase Price,Purchase Date,Residual Value,Depreciated Value,Flag,Geo,Kit,Location,Created,Expired,Id,Codes,Image Url,Barcodes,Check-out Started,Check-out Due,Check-out Finished,Check-out Id,Contact Name,Contact Email,Contact Company,Check-out Location Name,Custody (via name),Custody (via email),Serial number,Description,Owner,Hyperlink,BH ID,Manufacturer,Model Number,Inventory Number,Online Link,Serial,Purchase Date,Item Number,MSRP
Focus Handle,Camera Accessories,available,Tilta,TA-SFH1-97-G,,229,2020-02-05 12:00:00,,,,"36.365622, -94.2146699",Camera | Pocket 6K 01,GPC | Apollo Studios + VR Lab,2022-12-15 02:17:06,,7kd6eTNf5PekN65AcS8bB3,733078a9,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/dce8e1a6-7c50-11ed-85d1-0a58a9feac02.jpg,,,,,,,,,,,,,Focus Handle,,https://www.bhphotovideo.com/c/product/1497930-REG/tilta_ta_sfh1_97_g_tiltaing_side_focus_handle.html,TITASFH197G,,,,,,,1,
Focus Handle,Camera Accessories,available,Tilta,TA-SFH1-97-G,,229,2020-02-05 12:00:00,,,,,Camera | Pocket 6K 02,GPC | Apollo Studios + VR Lab,2022-12-15 02:17:06,,AgHEwBQbzvYWwAKiNRibZe,7331979f,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/dce8e1a6-7c50-11ed-85d1-0a58a9feac02.jpg,,,,,,,,,,,,,Focus Handle,,https://www.bhphotovideo.com/c/product/1497930-REG/tilta_ta_sfh1_97_g_tiltaing_side_focus_handle.html,TITASFH197G,,,,,,,2,
Focusrite iTrack Solo,Audio Interfaces,available,Focusrite,ITRACK-SOLO-LIGHTNING,,199,2016-01-27 12:00:00,,,,"36.3462958, -94.1951064",Field Audio Recording Kit,Redbird | 117,2023-04-04 04:59:18,,B4itKVfcHRMuNNCHzPSWaY,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/245c4318-d334-11ed-97bd-0a58a9feac02.jpg,"B5-0013, CB1-0005",,,,,,,,,,,Fl6230223531,,,https://www.bhphotovideo.com/c/product/1114371-REG/focusrite_mois0010_itrack_solo_ipad_compatible.html,FOMOIS0010,,,,,,,1,
Fresnel 2X,Bowens Mount,available,Aputure,FRESNEL 2X,,129,2020-02-05 12:00:00,,,,"36.3655818, -94.2146662",,GPC | Apollo Studios + VR Lab,2023-02-08 01:34:12,,bfc4cgAH93oVp8RQHMwGMi,f44600e0,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/fbcf2406-a782-11ed-8032-0a58a9feac02.jpg,,,,,,,,,,,,,Fresnel,,https://www.bhphotovideo.com/c/product/1466569-REG/aputure_fresnal_2x_fresnel_mount.html,APFRESNEL2X,,,,,,,1,
Fresnel 2X,Bowens Mount,available,Aputure,FRESNEL 2X,,129,2020-02-05 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-02-08 01:34:13,,cEjoQL3z3tSRUPv4gChdjS,986fb56c,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/fbcf2406-a782-11ed-8032-0a58a9feac02.jpg,,,,,,,,,,,,,Fresnel,,https://www.bhphotovideo.com/c/product/1466569-REG/aputure_fresnal_2x_fresnel_mount.html,APFRESNEL2X,,,,,,,2,
Gratical Eye Micro OLED EVF,Monitors,available,Zacuto,Z-GRE,,1750,,,,,"36.3656672, -94.2147486",Camera | MAVO LF 01,GPC | Apollo Studios + VR Lab,2022-12-15 02:18:40,,SLrR6S9eEKsFNG7XFEsqcn,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/15248192-7c51-11ed-85d1-0a58a9feac02.jpg,E2-037,,,,,,,,,,,,EVF,,https://www.bhphotovideo.com/c/product/1242176-REG/zacuto_z_gre_gratical_eye_micro_oled.html,ZAZGRE,,,,,,,1,
Gratical Eye Micro OLED EVF,Monitors,available,Zacuto,Z-GRE,,1750,,,,,"36.365622, -94.2146699",Camera | MAVO LF 02,GPC | Apollo Studios + VR Lab,2022-12-15 02:18:51,,PDBegPq9krd9fJV4Bjkdwc,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/15248192-7c51-11ed-85d1-0a58a9feac02.jpg,E2-036,,,,,,,,,,,,EVF,,https://www.bhphotovideo.com/c/product/1242176-REG/zacuto_z_gre_gratical_eye_micro_oled.html,ZAZGRE,,,,,,,2,
H1n | Portable Recorder,Recorders,available,Zoom,ZH1N,,119.99,2020-01-27 12:00:00,,,,"36.346361, -94.1950461",Small Field Audio Kit 01,Redbird | 117,2023-04-06 06:37:02,,JUcGujxNMRqRQnQpPfEky5,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/e740e974-d4d3-11ed-a3bb-0a58a9feac02.jpg,D1-0040,,,,,,,,,,,C13413375,,,https://www.bhphotovideo.com/c/product/1381744-REG/zoom_zh1n_h1n_handy_recorder.html,ZOH1N,,,,,,,1,
H1n | Portable Recorder,Recorders,available,Zoom,ZH1N,,119.99,2020-01-27 12:00:00,,,,"36.3462952, -94.1950889",Small Field Audio Kit 2,Redbird | 117,2023-04-18 03:32:20,,qRLXTZpCXJi3hKe2KUZGk4,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/e740e974-d4d3-11ed-a3bb-0a58a9feac02.jpg,D1-0048,,,,,,,,,,,,,,https://www.bhphotovideo.com/c/product/1381744-REG/zoom_zh1n_h1n_handy_recorder.html,ZOH1N,,,,,,,2,
H1n | Portable Recorder,Recorders,available,Zoom,ZH1N,,119.99,2020-01-27 12:00:00,,,,"36.346361, -94.1950461",,Redbird | 117,2023-04-18 03:35:52,,8rX8SMp22eM27SRrwSXWRR,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/e740e974-d4d3-11ed-a3bb-0a58a9feac02.jpg,,,,,,,,,,,,,,,https://www.bhphotovideo.com/c/product/1381744-REG/zoom_zh1n_h1n_handy_recorder.html,ZOH1N,,,,,,,1,
"H7S 7""",Monitors,available,Lilliput,H7S,,279,2022-03-23 12:00:00,,193.75,,,Portl Kit 02,GPC | Apollo Studios + VR Lab,2022-12-15 02:18:00,,cyWdnqHNE97HqysMdqE5B,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/fd1dc158-7c50-11ed-85d1-0a58a9feac02.jpg,,,,,,,,,,,,H7SA516240055,Monitor,,https://www.bhphotovideo.com/c/product/1590035-REG/lilliput_h7s_7_4k_ultra.html,LIH7SOCM,,,,,,,1,
Hard Case for 18-35mm & 50-100mm Cine Zoom Lenses,Cases,available,Sigma,CS0213,,600,2020-02-05 12:00:00,,,,,Lens Kit | Sigma Cine,GPC | Apollo Studios + VR Lab,2022-12-15 02:18:27,,LYSTmHcszFUMSYPQwbpcNY,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/0d379794-7c51-11ed-85d1-0a58a9feac02.jpg,,,,,,,,,,,,,Lens Case,,https://www.bhphotovideo.com/c/product/1343627-REG/sigma_cs0213_polymer_multi_case_pmc_001_for.html,SIPMC001,,,,,,,1,
Heavy-Duty Air-Cushioned Light Stand (9.5'),Foldable,available,Impact,LS-96HABI,,55,2020-01-27 12:00:00,,,,,HD Light Stands | 01,GPC | Apollo Studios + VR Lab,2023-01-06 05:34:45,,z5wC253pCMbP8F5CKgfEKJ,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/1efd76a8-8db6-11ed-8e87-0a58a9feac02.jpg,B2-0031,,,,,,,,,,,,Light Stand,,https://www.bhphotovideo.com/c/product/1433494-REG/impact_heavy_duty_air_cushioned_light_stand.html,IMLS96HABI,,,,,,,1,
Heavy-Duty Air-Cushioned Light Stand (9.5'),Foldable,available,Impact,LS-96HABI,,55,2020-01-27 12:00:00,,,,"36.365622, -94.2146699",HD Light Stands | 01,GPC | Apollo Studios + VR Lab,2023-01-06 05:34:46,,9w4thtPTCYMEJKHjtGWeBj,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/1efd76a8-8db6-11ed-8e87-0a58a9feac02.jpg,B2-0019,,,,,,,,,,,,Light Stand,,https://www.bhphotovideo.com/c/product/1433494-REG/impact_heavy_duty_air_cushioned_light_stand.html,IMLS96HABI,,,,,,,2,
Heavy-Duty Air-Cushioned Light Stand (9.5'),Foldable,available,Impact,LS-96HABI,,55,2020-01-27 12:00:00,,,,,HD Light Stands | 01,GPC | Apollo Studios + VR Lab,2023-01-06 05:34:46,,zqnd7PnWJwK8bVCGdkSD7e,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/1efd76a8-8db6-11ed-8e87-0a58a9feac02.jpg,B2-0020,,,,,,,,,,,,Light Stand,,https://www.bhphotovideo.com/c/product/1433494-REG/impact_heavy_duty_air_cushioned_light_stand.html,IMLS96HABI,,,,,,,3,
Heavy-Duty Air-Cushioned Light Stand (9.5'),Foldable,available,Impact,LS-96HABI,,55,2020-01-27 12:00:00,,,,,HD Light Stands | 02,GPC | Apollo Studios + VR Lab,2023-01-06 05:34:47,,CATVbVWrtrtxt7McZfe4y6,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/1efd76a8-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Light Stand,,https://www.bhphotovideo.com/c/product/1433494-REG/impact_heavy_duty_air_cushioned_light_stand.html,IMLS96HABI,,,,,,,4,
Heavy-Duty Air-Cushioned Light Stand (9.5'),Foldable,available,Impact,LS-96HABI,,55,2020-01-27 12:00:00,,,,"36.3656442, -94.2146793",HD Light Stands | 02,GPC | Apollo Studios + VR Lab,2023-01-06 05:34:47,,Ybhik9jdn99ndwkCZoE6ac,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/1efd76a8-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Light Stand,,https://www.bhphotovideo.com/c/product/1433494-REG/impact_heavy_duty_air_cushioned_light_stand.html,IMLS96HABI,,,,,,,5,
Heavy-Duty Air-Cushioned Light Stand (9.5'),Foldable,available,Impact,LS-96HABI,,55,2020-01-27 12:00:00,,,,"36.3656442, -94.2146793",HD Light Stands | 02,GPC | Apollo Studios + VR Lab,2023-01-06 05:34:47,,fwfgHnohPKj9dPMdizBuub,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/1efd76a8-8db6-11ed-8e87-0a58a9feac02.jpg,,,,,,,,,,,,,Light Stand,,https://www.bhphotovideo.com/c/product/1433494-REG/impact_heavy_duty_air_cushioned_light_stand.html,IMLS96HABI,,,,,,,6,
Heavy-Duty Air-Cushioned Light Stand (9.5'),Foldable,available,Impact,LS-96HABI,,55,2020-01-27 12:00:00,,,,,HD Light Stands | 03,GPC | Apollo Studios + VR Lab,2023-01-06 05:34:48,,oFZPfjUMvy38XuApokdMmC,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/1efd76a8-8db6-11ed-8e87-0a58a9feac02.jpg,B2-0017,,,,,,,,,,,,Light Stand,,https://www.bhphotovideo.com/c/product/1433494-REG/impact_heavy_duty_air_cushioned_light_stand.html,IMLS96HABI,,,,,,,7,
Heavy-Duty Air-Cushioned Light Stand (9.5'),Foldable,available,Impact,LS-96HABI,,55,2020-01-27 12:00:00,,,,,HD Light Stands | 03,GPC | Apollo Studios + VR Lab,2023-01-06 05:34:48,,meGjBz5xbSCxZGdpyxbcgU,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/1efd76a8-8db6-11ed-8e87-0a58a9feac02.jpg,B2-0016,,,,,,,,,,,,Light Stand,,https://www.bhphotovideo.com/c/product/1433494-REG/impact_heavy_duty_air_cushioned_light_stand.html,IMLS96HABI,,,,,,,8,
Heavy-Duty Air-Cushioned Light Stand (9.5'),Foldable,available,Impact,LS-96HABI,,55,2020-01-27 12:00:00,,,,,HD Light Stands | 03,GPC | Apollo Studios + VR Lab,2023-01-06 05:34:48,,9BXyxeGhXe28KEhwwz5dD7,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/1efd76a8-8db6-11ed-8e87-0a58a9feac02.jpg,B2-0028,,,,,,,,,,,,Light Stand,,https://www.bhphotovideo.com/c/product/1433494-REG/impact_heavy_duty_air_cushioned_light_stand.html,IMLS96HABI,,,,,,,9,
Heavy-Duty Air-Cushioned Light Stand (9.5'),Foldable,available,Impact,LS-96HABI,,55,2020-01-27 12:00:00,,,,,HD Light Stands | 04,GPC | Apollo Studios + VR Lab,2023-01-06 05:34:49,,afmGXFMwrhR4XadNmXxup7,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/1efd76a8-8db6-11ed-8e87-0a58a9feac02.jpg,B4-0051,,,,,,,,,,,,Light Stand,,https://www.bhphotovideo.com/c/product/1433494-REG/impact_heavy_duty_air_cushioned_light_stand.html,IMLS96HABI,,,,,,,10,
Heavy-Duty Air-Cushioned Light Stand (9.5'),Foldable,available,Impact,LS-96HABI,,55,2020-01-27 12:00:00,,,,,HD Light Stands | 04,GPC | Apollo Studios + VR Lab,2023-01-06 05:34:49,,AAcoaazTc3VBWKhdWWm8qe,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/1efd76a8-8db6-11ed-8e87-0a58a9feac02.jpg,B4-0039,,,,,,,,,,,,Light Stand,,https://www.bhphotovideo.com/c/product/1433494-REG/impact_heavy_duty_air_cushioned_light_stand.html,IMLS96HABI,,,,,,,11,
Heavy-Duty Air-Cushioned Light Stand (9.5'),Foldable,available,Impact,LS-96HABI,,55,2020-01-27 12:00:00,,,,,HD Light Stands | 04,GPC | Apollo Studios + VR Lab,2023-01-06 05:34:49,,2etB7ML8WHwABazRv4tEU5,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/1efd76a8-8db6-11ed-8e87-0a58a9feac02.jpg,B4-0063,,,,,,,,,,,,Light Stand,,https://www.bhphotovideo.com/c/product/1433494-REG/impact_heavy_duty_air_cushioned_light_stand.html,IMLS96HABI,,,,,,,12,
Heavy-Duty Air-Cushioned Light Stand (9.5'),Foldable,available,Impact,LS-96HABI,,55,2022-03-23 12:00:00,,38.1944444444444,,,HD Light Stands | 05 | PORTL,GPC | Apollo Studios + VR Lab,2023-01-06 05:34:51,,j9n8ab5evnPvuCb9eWgDr,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/1efd76a8-8db6-11ed-8e87-0a58a9feac02.jpg,B2-0011,,,,,,,,,,,,Light Stand,,https://www.bhphotovideo.com/c/product/1433494-REG/impact_heavy_duty_air_cushioned_light_stand.html,IMLS96HABI,,,,,,,13,
Heavy-Duty Air-Cushioned Light Stand (9.5'),Foldable,available,Impact,LS-96HABI,,55,2022-03-23 12:00:00,,38.1944444444444,,,HD Light Stands | 05 | PORTL,GPC | Apollo Studios + VR Lab,2023-01-06 05:34:52,,KMYW3DghVuhGJ2gPvButcM,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/1efd76a8-8db6-11ed-8e87-0a58a9feac02.jpg,B2-0027,,,,,,,,,,,,Light Stand,,https://www.bhphotovideo.com/c/product/1433494-REG/impact_heavy_duty_air_cushioned_light_stand.html,IMLS96HABI,,,,,,,14,
Heavy-Duty Air-Cushioned Light Stand (9.5'),Foldable,available,Impact,LS-96HABI,,55,2022-03-23 12:00:00,,38.1944444444444,,,HD Light Stands | 05 | PORTL,GPC | Apollo Studios + VR Lab,2023-01-06 05:34:52,,JiUZjGcFdzYHdrXa2kVZwH,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/1efd76a8-8db6-11ed-8e87-0a58a9feac02.jpg,B2-0012,,,,,,,,,,,,Light Stand,,https://www.bhphotovideo.com/c/product/1433494-REG/impact_heavy_duty_air_cushioned_light_stand.html,IMLS96HABI,,,,,,,15,
"Hot Shoe to 1/4"" Ballhead Adpater",Uncategorized,available,,,,,2016-01-01 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-01-06 05:35:19,,EnoiXrCa8h64ji4SLuTvz9,,,,,,,,,,,,,,,"Hot Shoe to 1/4"" Ballhead Adpater",,,,,,,,,,,
Insta360 Titan 11K Cinematic 360/VR Camera,Cameras,available,Insta360,TINTITA/A.B,,15299,2020-01-01 12:00:00,,,,"36.3656007, -94.2147435",,GPC | Apollo Studios + VR Lab,2023-04-26 02:27:51,,FU3tURWGcnepmSDG4Ds3mC,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/605c1394-e468-11ed-b8ba-0a58a9feac02.png,,,,,,,,,,,,ITG2821NMTCNJR,,,https://www.bhphotovideo.com/c/product/1654506-REG/insta360_tintita_a_b_titan_11k_cinematic_360_vr.html,INT11KCVRCB,,,,,,,1,
Intelligent Flight Battery for Mini 2,Drones,available,DJI,CP.MA.00000326.01,,55,2022-03-23 12:00:00,,38.1944444444444,,,DJI Mini2,GPC | Apollo Studios + VR Lab,2022-12-15 02:17:43,,z2ysuMuwMMTG8oPmeRDe37,72acabcf,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/f35d86a8-7c50-11ed-85d1-0a58a9feac02.jpg,,,,,,,,,,,,3QFDJ5RCG45043,Battery,,https://www.bhphotovideo.com/c/product/1605026-REG/dji_cp_ma_00000326_01_mini_2_intelligent_flight.html,DJM2INTFB,,,,,,,1,
Intelligent Flight Battery for Mini 2,Drones,available,DJI,CP.MA.00000326.01,,55,2022-03-23 12:00:00,,38.1944444444444,,,DJI Mini2,GPC | Apollo Studios + VR Lab,2022-12-15 02:17:44,,mUso4baguG58yisK8NTT6N,729ebb2c,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/f35d86a8-7c50-11ed-85d1-0a58a9feac02.jpg,,,,,,,,,,,,3QFDJ5SCG40014,Battery,,https://www.bhphotovideo.com/c/product/1605026-REG/dji_cp_ma_00000326_01_mini_2_intelligent_flight.html,DJM2INTFB,,,,,,,2,
Intelligent Flight Battery for Mini 2,Drones,available,DJI,CP.MA.00000326.01,,55,2022-03-23 12:00:00,,38.1944444444444,,,DJI Mini2,GPC | Apollo Studios + VR Lab,2022-12-15 02:17:44,,UGfTBzihuM9KDzsDQECWhL,726fb847,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/f35d86a8-7c50-11ed-85d1-0a58a9feac02.jpg,,,,,,,,,,,,3QFPJ5XCA502GD,Battery,,https://www.bhphotovideo.com/c/product/1605026-REG/dji_cp_ma_00000326_01_mini_2_intelligent_flight.html,DJM2INTFB,,,,,,,3,
Isolating Desktop Microphone Stand,Audio,available,Auray,TT-ISO,,29.95,2020-01-27 12:00:00,,,,"36.34674200000001, -94.195723",,Redbird | 117,2023-04-06 06:05:14,,4LnwEsuP7fo4sfhK6dUpyf,da169eb5,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/758338c2-d4cf-11ed-912e-0a58a9feac02.jpg,,,,,,,,,,,,,,,https://www.bhphotovideo.com/c/product/1049788-REG/auray_tt_iso_padded_desk_mic_stand_12.html,AUTTISO,,,,,,,,
Kine Video Cord .3m,Camera Accessories,available,Kinefinity,Kine Video Cord,,99,,,,,"36.3656672, -94.2147486",Camera | MAVO LF 01,GPC | Apollo Studios + VR Lab,2022-12-15 02:18:38,,bNE5ZpCc5oVCSYkrKZeWWe,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/14afebca-7c51-11ed-85d1-0a58a9feac02.jpg,,,,,,,,,,,,,Monitor Cable,,https://www.kinefinity.com/en/shop/battle-tested_lcd_evf_cord/,,,,,,,,1,
Kine Video Cord .3m,Camera Accessories,available,Kinefinity,Kine Video Cord,,99,,,,,"36.365622, -94.2146699",Camera | MAVO LF 02,GPC | Apollo Studios + VR Lab,2022-12-15 02:18:50,,tBtdZaA3Q3KsKHpQUe33YM,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/14afebca-7c51-11ed-85d1-0a58a9feac02.jpg,,,,,,,,,,,,,Monitor Cable,,https://www.kinefinity.com/en/shop/battle-tested_lcd_evf_cord/,,,,,,,,2,
KineBACK-W,Camera Accessories,available,Kinefinity,KineBACK-W,,2500,,,,,"36.3656672, -94.2147486",Camera | MAVO LF 01,GPC | Apollo Studios + VR Lab,2022-12-15 02:18:42,,kj5YE2FjX4WggMS9WJZfW3,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/172abeb6-7c51-11ed-85d1-0a58a9feac02.jpg,,,,,,,,,,,,BACK_831576,Expansion Module,,https://www.kinefinity.com/en/shop/battle_tested_kineback-w/,,,,,,,,1,
KineBACK-W,Camera Accessories,available,Kinefinity,KineBACK-W,,2500,,,,,,Camera | MAVO LF 02,GPC | Apollo Studios + VR Lab,2022-12-15 02:18:51,,5CZY77JiRjAemiXs48gUMo,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/172abeb6-7c51-11ed-85d1-0a58a9feac02.jpg,,,,,,,,,,,,,Expansion Module,,https://www.kinefinity.com/en/shop/battle_tested_kineback-w/,,,,,,,,2,
KineBAT,V Mount,available,Kinefinity,KineBAT,,399,2020-01-27 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-01-06 03:58:00,,NTxF9US3VkS3s9exesknaV,834c852a,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/9b6b8f1c-8da8-11ed-9b48-0a58a9feac02.jpg,,,,,,,,,,,,,V-Mount Battery,,https://www.kinefinity.com/en/shop/kinebat/,,,,,,,,1,
KineBAT,V Mount,available,Kinefinity,KineBAT,,399,2020-01-27 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-01-06 03:58:02,,VH5e9pWyQoRTPpC8ozNLnf,83433b13,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/9b6b8f1c-8da8-11ed-9b48-0a58a9feac02.jpg,,,,,,,,,,,,,V-Mount Battery,,https://www.kinefinity.com/en/shop/kinebat/,,,,,,,,2,
KineBAT,V Mount,available,Kinefinity,KineBAT,,399,2020-01-27 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-01-06 03:58:02,,E5pFEGp8musP4SLKZdo9Z4,822b7ee8,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/9b6b8f1c-8da8-11ed-9b48-0a58a9feac02.jpg,,,,,,,,,,,,,V-Mount Battery,,https://www.kinefinity.com/en/shop/kinebat/,,,,,,,,3,
KineBAT,V Mount,available,Kinefinity,KineBAT,,399,2020-01-27 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-01-06 03:58:02,,VWybiq8VXH4iRHnamHyk95,7f934c09,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/9b6b8f1c-8da8-11ed-9b48-0a58a9feac02.jpg,,,,,,,,,,,,,V-Mount Battery,,https://www.kinefinity.com/en/shop/kinebat/,,,,,,,,4,
KineBAT,V Mount,available,Kinefinity,KineBAT,,399,2020-01-27 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-02-07 04:18:36,,c9Ck9N53V8EELKT6okRRDA,7f0495ee,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/9b6b8f1c-8da8-11ed-9b48-0a58a9feac02.jpg,,,,,,,,,,,,,V-Mount Battery,,https://www.kinefinity.com/en/shop/kinebat/,,,,,,,,5,
"KineMON 5"" Monitor",Monitors,available,Kinefinity,KineMON,,2999,,,,,"36.3656672, -94.2147486",Camera | MAVO LF 01,GPC | Apollo Studios + VR Lab,2022-12-15 02:18:36,,BioEgBgL3KeMzsRyawRqjb,6e8a9345,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/13c0deae-7c51-11ed-85d1-0a58a9feac02.jpg,,,,,,,,,,,,MON_158867,Monitor,,https://www.kinefinity.com/en/shop/kinemon_5l/,,,,,,,,1,
"KineMON 5"" Monitor",Monitors,available,Kinefinity,KineMON,,2999,,,,,,Camera | MAVO LF 02,GPC | Apollo Studios + VR Lab,2022-12-15 02:18:50,,4oDLaFVjVfxH2WoeUQBqiL,6e92d725,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/13c0deae-7c51-11ed-85d1-0a58a9feac02.jpg,,,,,,,,,,,,MON_967663,Monitor,,https://www.kinefinity.com/en/shop/kinemon_5l/,,,,,,,,2,
Kinefinity GripBAT,BP-U30,available,Kinefinity,GripBAT 4S 45Wh,,99.99,2020-01-27 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-02-07 04:42:38,,8QtMfATJKGgCRxJYYET4BH,6d6d7737,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/a5b91f58-a738-11ed-b0a2-0a58a9feac02.jpg,BAT-664816,,,,,,,,,,,BAT-664816,,,https://www.kinefinity.com/en/shop/gripbat/,,,,,,,,1,
Kinefinity GripBAT,BP-U30,available,Kinefinity,GripBAT 4S 45Wh,,99.99,2020-01-27 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-02-07 04:42:38,,t6pwccgBPnbXmqzXRttGtR,6d816b8a,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/a5b91f58-a738-11ed-b0a2-0a58a9feac02.jpg,BAT-121520,,,,,,,,,,,BAT-121520,,,https://www.kinefinity.com/en/shop/gripbat/,,,,,,,,2,
Kinefinity GripBAT,BP-U30,available,Kinefinity,GripBAT 4S 45Wh,,99.99,2020-01-27 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-02-07 04:42:38,,2mQjzRVw8xxWwFW8KXZiJ9,6c81a8b2,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/a5b91f58-a738-11ed-b0a2-0a58a9feac02.jpg,BAT-964181,,,,,,,,,,,BAT-964181,,,https://www.kinefinity.com/en/shop/gripbat/,,,,,,,,3,
Kinefinity GripBAT,BP-U30,available,Kinefinity,GripBAT 4S 45Wh,,99.99,2020-01-27 12:00:00,,,,,,GPC | Apollo Studios + VR Lab,2023-02-07 04:42:38,,jSsaSkQbv9pj35cVQWAaW3,6c80e1ba,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/a5b91f58-a738-11ed-b0a2-0a58a9feac02.jpg,BAT-656148,,,,,,,,,,,BAT-656148,,,https://www.kinefinity.com/en/shop/gripbat/,,,,,,,,4,
Kwik Release Receiver,Tripod Accessories,available,Kessler,MG1001,,139.95,2020-02-05 12:00:00,,,,"36.365622, -94.2146699",Camera | Pocket 6K 01,GPC | Apollo Studios + VR Lab,2022-12-15 02:17:02,,N9baCHxtUB8VUwCKTw55TX,,https://attachments.cheqroomcdn.com/app/groups/PcxFCbYNX5ZroUMdZeaUs/da6fb648-7c50-11ed-85d1-0a58a9feac02.jpg,,,,,,,,,,,,,Quick Release,,https://www.bhphotovideo.com/c/product/1088258-REG/kessler_crane_mg1001_kwik_release_receiver.html,KEMG1001,,,,,,,,
